,Company Name,Industry,Symbol,Series,ISIN Code
332,NLC India Ltd.,Power,NLCINDIA,EQ,INE589A01014
333,NMDC Ltd.,Metals & Mining,NMDC,EQ,INE584A01023
334,NMDC Steel Ltd.,Metals & Mining,NSLNISP,EQ,INE0NNS01018
335,NTPC Ltd.,Power,NTPC,EQ,INE733E01010
336,Narayana Hrudayalaya Ltd.,Healthcare,NH,EQ,INE410P01011
337,National Aluminium Co. Ltd.,Metals & Mining,NATIONALUM,EQ,INE139A01034
338,Navin Fluorine International Ltd.,Chemicals,NAVINFLUOR,EQ,INE048G01026
339,Nestle India Ltd.,Fast Moving Consumer Goods,NESTLEIND,EQ,INE239A01024
340,Network18 Media & Investments Ltd.,Media Entertainment & Publication,NETWORK18,EQ,INE870H01013
341,Nippon Life India Asset Management Ltd.,Financial Services,NAM-INDIA,EQ,INE298J01013
342,Nuvama Wealth Management Ltd.,Financial Services,NUVAMA,EQ,INE531F01015
343,Nuvoco Vistas Corporation Ltd.,Construction Materials,NUVOCO,EQ,INE118D01016
344,Oberoi Realty Ltd.,Realty,OBEROIRLTY,EQ,INE093I01010
345,Oil & Natural Gas Corporation Ltd.,Oil Gas & Consumable Fuels,ONGC,EQ,INE213A01029
346,Oil India Ltd.,Oil Gas & Consumable Fuels,OIL,EQ,INE274J01014
347,Olectra Greentech Ltd.,Automobile and Auto Components,OLECTRA,EQ,INE260D01016
348,One 97 Communications Ltd.,Financial Services,PAYTM,EQ,INE982J01020
349,Oracle Financial Services Software Ltd.,Information Technology,OFSS,EQ,INE881D01027
350,PB Fintech Ltd.,Financial Services,POLICYBZR,EQ,INE417T01026
351,PCBL Ltd.,Chemicals,PCBL,EQ,INE602A01031
352,PI Industries Ltd.,Chemicals,PIIND,EQ,INE603J01030
353,PNB Housing Finance Ltd.,Financial Services,PNBHOUSING,EQ,INE572E01012
354,PNC Infratech Ltd.,Construction,PNCINFRA,EQ,INE195J01029
355,PVR INOX Ltd.,Media Entertainment & Publication,PVRINOX,EQ,INE191H01014
356,Page Industries Ltd.,Textiles,PAGEIND,EQ,INE761H01022
357,Patanjali Foods Ltd.,Fast Moving Consumer Goods,PATANJALI,EQ,INE619A01035
358,Persistent Systems Ltd.,Information Technology,PERSISTENT,EQ,INE262H01021
359,Petronet LNG Ltd.,Oil Gas & Consumable Fuels,PETRONET,EQ,INE347G01014
360,Phoenix Mills Ltd.,Realty,PHOENIXLTD,EQ,INE211B01039
361,Pidilite Industries Ltd.,Chemicals,PIDILITIND,EQ,INE318A01026
362,Piramal Enterprises Ltd.,Financial Services,PEL,EQ,INE140A01024
363,Piramal Pharma Ltd.,Healthcare,PPLPHARMA,EQ,INE0DK501011
364,Poly Medicure Ltd.,Healthcare,POLYMED,EQ,INE205C01021
365,Polycab India Ltd.,Capital Goods,POLYCAB,EQ,INE455K01017
366,Poonawalla Fincorp Ltd.,Financial Services,POONAWALLA,EQ,INE511C01022
367,Power Finance Corporation Ltd.,Financial Services,PFC,EQ,INE134E01011
368,Power Grid Corporation of India Ltd.,Power,POWERGRID,EQ,INE752E01010
369,Praj Industries Ltd.,Capital Goods,PRAJIND,EQ,INE074A01025
370,Prestige Estates Projects Ltd.,Realty,PRESTIGE,EQ,INE811K01011
371,Prince Pipes and Fittings Ltd.,Capital Goods,PRINCEPIPE,EQ,INE689W01016
372,Prism Johnson Ltd.,Construction Materials,PRSMJOHNSN,EQ,INE010A01011
373,Procter & Gamble Hygiene & Health Care Ltd.,Fast Moving Consumer Goods,PGHH,EQ,INE179A01014
374,Punjab National Bank,Financial Services,PNB,EQ,INE160A01022
375,Quess Corp Ltd.,Services,QUESS,EQ,INE615P01015
376,R R Kabel Ltd.,Capital Goods,RRKABEL,EQ,INE777K01022
377,RBL Bank Ltd.,Financial Services,RBLBANK,EQ,INE976G01028
378,REC Ltd.,Financial Services,RECLTD,EQ,INE020B01018
379,RHI MAGNESITA INDIA LTD.,Capital Goods,RHIM,EQ,INE743M01012
380,RITES Ltd.,Construction,RITES,EQ,INE320J01015
381,Radico Khaitan Ltd,Fast Moving Consumer Goods,RADICO,EQ,INE944F01028
382,Rail Vikas Nigam Ltd.,Construction,RVNL,EQ,INE415G01027
383,Railtel Corporation Of India Ltd.,Telecommunication,RAILTEL,EQ,INE0DD101019
384,Rainbow Childrens Medicare Ltd.,Healthcare,RAINBOW,EQ,INE961O01016
385,Rajesh Exports Ltd.,Consumer Durables,RAJESHEXPO,EQ,INE343B01030
386,Ramkrishna Forgings Ltd.,Automobile and Auto Components,RKFORGE,EQ,INE399G01023
387,Rashtriya Chemicals & Fertilizers Ltd.,Chemicals,RCF,EQ,INE027A01015
388,Ratnamani Metals & Tubes Ltd.,Capital Goods,RATNAMANI,EQ,INE703B01027
389,RattanIndia Enterprises Ltd.,Consumer Services,RTNINDIA,EQ,INE834M01019
390,Raymond Ltd.,Textiles,RAYMOND,EQ,INE301A01014
391,Redington Ltd.,Services,REDINGTON,EQ,INE891D01026
392,Reliance Industries Ltd.,Oil Gas & Consumable Fuels,RELIANCE,EQ,INE002A01018
393,Restaurant Brands Asia Ltd.,Consumer Services,RBA,EQ,INE07T201019
394,Route Mobile Ltd.,Telecommunication,ROUTE,EQ,INE450U01017
395,SBFC Finance Ltd.,Financial Services,SBFC,EQ,INE423Y01016
396,SBI Cards and Payment Services Ltd.,Financial Services,SBICARD,EQ,INE018E01016
397,SBI Life Insurance Company Ltd.,Financial Services,SBILIFE,EQ,INE123W01016
398,SJVN Ltd.,Power,SJVN,EQ,INE002L01015
399,SKF India Ltd.,Capital Goods,SKFINDIA,EQ,INE640A01023
400,SRF Ltd.,Chemicals,SRF,EQ,INE647A01010
401,Safari Industries (India) Ltd.,Consumer Durables,SAFARI,EQ,INE429E01023
402,Samvardhana Motherson International Ltd.,Automobile and Auto Components,MOTHERSON,EQ,INE775A01035
403,Sanofi India Ltd.,Healthcare,SANOFI,EQ,INE058A01010
404,Sapphire Foods India Ltd.,Consumer Services,SAPPHIRE,EQ,INE806T01012
405,Saregama India Ltd,Media Entertainment & Publication,SAREGAMA,EQ,INE979A01025
406,Schaeffler India Ltd.,Automobile and Auto Components,SCHAEFFLER,EQ,INE513A01022
407,Schneider Electric Infrastructure Ltd.,Capital Goods,SCHNEIDER,EQ,INE839M01018
408,Shree Cement Ltd.,Construction Materials,SHREECEM,EQ,INE070A01015
409,Shree Renuka Sugars Ltd.,Fast Moving Consumer Goods,RENUKA,EQ,INE087H01022
410,Shriram Finance Ltd.,Financial Services,SHRIRAMFIN,EQ,INE721A01013
411,Shyam Metalics and Energy Ltd.,Capital Goods,SHYAMMETL,EQ,INE810G01011
412,Siemens Ltd.,Capital Goods,SIEMENS,EQ,INE003A01024
413,Signatureglobal (India) Ltd.,Realty,SIGNATURE,EQ,INE903U01023
414,Sobha Ltd.,Realty,SOBHA,EQ,INE671H01015
415,Solar Industries India Ltd.,Chemicals,SOLARINDS,EQ,INE343H01029
416,Sona BLW Precision Forgings Ltd.,Automobile and Auto Components,SONACOMS,EQ,INE073K01018
417,Sonata Software Ltd.,Information Technology,SONATSOFTW,EQ,INE269A01021
418,Star Health and Allied Insurance Company Ltd.,Financial Services,STARHEALTH,EQ,INE575P01011
419,State Bank of India,Financial Services,SBIN,EQ,INE062A01020
420,Steel Authority of India Ltd.,Metals & Mining,SAIL,EQ,INE114A01011
421,Sterling and Wilson Renewable Energy Ltd.,Construction,SWSOLAR,EQ,INE00M201021
422,Sterlite Technologies Ltd.,Telecommunication,STLTECH,EQ,INE089C01029
423,Sumitomo Chemical India Ltd.,Chemicals,SUMICHEM,EQ,INE258G01013
424,Sun Pharma Advanced Research Company Ltd.,Healthcare,SPARC,EQ,INE232I01014
425,Sun Pharmaceutical Industries Ltd.,Healthcare,SUNPHARMA,EQ,INE044A01036
426,Sun TV Network Ltd.,Media Entertainment & Publication,SUNTV,EQ,INE424H01027
427,Sundaram Finance Ltd.,Financial Services,SUNDARMFIN,EQ,INE660A01013
428,Sundram Fasteners Ltd.,Automobile and Auto Components,SUNDRMFAST,EQ,INE387A01021
429,Sunteck Realty Ltd.,Realty,SUNTECK,EQ,INE805D01034
430,Supreme Industries Ltd.,Capital Goods,SUPREMEIND,EQ,INE195A01028
431,Suven Pharmaceuticals Ltd.,Healthcare,SUVENPHAR,EQ,INE03QK01018
432,Suzlon Energy Ltd.,Capital Goods,SUZLON,BE,INE040H01021
433,Swan Energy Ltd.,Diversified,SWANENERGY,EQ,INE665A01038
434,Syngene International Ltd.,Healthcare,SYNGENE,EQ,INE398R01022
435,Syrma SGS Technology Ltd.,Capital Goods,SYRMA,EQ,INE0DYJ01015
436,TV18 Broadcast Ltd.,Media Entertainment & Publication,TV18BRDCST,EQ,INE886H01027
437,TVS Motor Company Ltd.,Automobile and Auto Components,TVSMOTOR,EQ,INE494B01023
438,TVS Supply Chain Solutions Ltd.,Services,TVSSCS,EQ,INE395N01027
439,Tamilnad Mercantile Bank Ltd.,Financial Services,TMB,EQ,INE668A01016
440,Tanla Platforms Ltd.,Information Technology,TANLA,EQ,INE483C01032
441,Tata Chemicals Ltd.,Chemicals,TATACHEM,EQ,INE092A01019
442,Tata Communications Ltd.,Telecommunication,TATACOMM,EQ,INE151A01013
443,Tata Consultancy Services Ltd.,Information Technology,TCS,EQ,INE467B01029
444,Tata Consumer Products Ltd.,Fast Moving Consumer Goods,TATACONSUM,EQ,INE192A01025
445,Tata Elxsi Ltd.,Information Technology,TATAELXSI,EQ,INE670A01012
446,Tata Investment Corporation Ltd.,Financial Services,TATAINVEST,BE,INE672A01018
447,Tata Motors Ltd DVR,Automobile and Auto Components,TATAMTRDVR,EQ,IN9155A01020
448,Tata Motors Ltd.,Automobile and Auto Components,TATAMOTORS,EQ,INE155A01022
449,Tata Power Co. Ltd.,Power,TATAPOWER,EQ,INE245A01021
450,Tata Steel Ltd.,Metals & Mining,TATASTEEL,EQ,INE081A01020
451,Tata Technologies Ltd.,Information Technology,TATATECH,EQ,INE142M01025
452,Tata Teleservices (Maharashtra) Ltd.,Telecommunication,TTML,EQ,INE517B01013
453,Tech Mahindra Ltd.,Information Technology,TECHM,EQ,INE669C01036
454,Tejas Networks Ltd.,Telecommunication,TEJASNET,EQ,INE010J01012
455,The New India Assurance Company Ltd.,Financial Services,NIACL,EQ,INE470Y01017
456,The Ramco Cements Ltd.,Construction Materials,RAMCOCEM,EQ,INE331A01037
457,Thermax Ltd.,Capital Goods,THERMAX,EQ,INE152A01029
458,Timken India Ltd.,Capital Goods,TIMKEN,EQ,INE325A01013
459,Titagarh Rail Systems Ltd.,Capital Goods,TITAGARH,EQ,INE615H01020
460,Titan Company Ltd.,Consumer Durables,TITAN,EQ,INE280A01028
461,Torrent Pharmaceuticals Ltd.,Healthcare,TORNTPHARM,EQ,INE685A01028
462,Torrent Power Ltd.,Power,TORNTPOWER,EQ,INE813H01021
463,Trent Ltd.,Consumer Services,TRENT,EQ,INE849A01020
464,Trident Ltd.,Textiles,TRIDENT,EQ,INE064C01022
465,Triveni Engineering & Industries Ltd.,Fast Moving Consumer Goods,TRIVENI,EQ,INE256C01024
466,Triveni Turbine Ltd.,Capital Goods,TRITURBINE,EQ,INE152M01016
467,Tube Investments of India Ltd.,Automobile and Auto Components,TIINDIA,EQ,INE974X01010
468,UCO Bank,Financial Services,UCOBANK,EQ,INE691A01018
469,UNO Minda Ltd.,Automobile and Auto Components,UNOMINDA,EQ,INE405E01023
470,UPL Ltd.,Chemicals,UPL,EQ,INE628A01036
471,UTI Asset Management Company Ltd.,Financial Services,UTIAMC,EQ,INE094J01016
472,Ujjivan Small Finance Bank Ltd.,Financial Services,UJJIVANSFB,EQ,INE551W01018
473,UltraTech Cement Ltd.,Construction Materials,ULTRACEMCO,EQ,INE481G01011
474,Union Bank of India,Financial Services,UNIONBANK,EQ,INE692A01016
475,United Breweries Ltd.,Fast Moving Consumer Goods,UBL,EQ,INE686F01025
476,United Spirits Ltd.,Fast Moving Consumer Goods,MCDOWELL-N,EQ,INE854D01024
477,Usha Martin Ltd.,Capital Goods,USHAMART,EQ,INE228A01035
478,V-Guard Industries Ltd.,Consumer Durables,VGUARD,EQ,INE951I01027
479,V.I.P. Industries Ltd.,Consumer Durables,VIPIND,EQ,INE054A01027
480,Vaibhav Global Ltd.,Consumer Durables,VAIBHAVGBL,EQ,INE884A01027
481,Vardhman Textiles Ltd.,Textiles,VTL,EQ,INE825A01020
482,Varroc Engineering Ltd.,Automobile and Auto Components,VARROC,EQ,INE665L01035
483,Varun Beverages Ltd.,Fast Moving Consumer Goods,VBL,EQ,INE200M01021
484,Vedant Fashions Ltd.,Consumer Services,MANYAVAR,EQ,INE825V01034
485,Vedanta Ltd.,Metals & Mining,VEDL,EQ,INE205A01025
486,Vijaya Diagnostic Centre Ltd.,Healthcare,VIJAYA,EQ,INE043W01024
487,Vodafone Idea Ltd.,Telecommunication,IDEA,EQ,INE669E01016
488,Voltas Ltd.,Consumer Durables,VOLTAS,EQ,INE226A01021
489,Welspun Corp Ltd.,Capital Goods,WELCORP,EQ,INE191B01025
490,Welspun Living Ltd.,Textiles,WELSPUNLIV,EQ,INE192B01031
491,Westlife Foodworld Ltd.,Consumer Services,WESTLIFE,EQ,INE274F01020
492,Whirlpool of India Ltd.,Consumer Durables,WHIRLPOOL,EQ,INE716A01013
493,Wipro Ltd.,Information Technology,WIPRO,EQ,INE075A01022
494,Yes Bank Ltd.,Financial Services,YESBANK,EQ,INE528G01035
495,ZF Commercial Vehicle Control Systems India Ltd.,Automobile and Auto Components,ZFCVINDIA,EQ,INE342J01019
496,Zee Entertainment Enterprises Ltd.,Media Entertainment & Publication,ZEEL,EQ,INE256A01028
497,Zensar Technolgies Ltd.,Information Technology,ZENSARTECH,EQ,INE520A01027
498,Zomato Ltd.,Consumer Services,ZOMATO,EQ,INE758T01015
499,Zydus Lifesciences Ltd.,Healthcare,ZYDUSLIFE,EQ,INE010B01027
500,eClerx Services Ltd.,Services,ECLERX,EQ,INE738I01010
