,Word,Seq_num,Word Count,Word Proportion,Average Proportion,Std Dev,Doc Count,Negative,Positive,Uncertainty,Litigious,Strong_Modal,Weak_Modal,Constraining,Syllables,Source
34849,HIGHEST,34850,771237,3.377059670340229e-05,2.528530354919396e-05,7.00572389692223e-05,300485,0,2009,0,0,2009,0,0,2,12of12inf
35394,HONOR,35395,129876,5.68695487567515e-06,3.559943715954922e-06,2.60101621659509e-05,70408,0,2009,0,0,0,0,0,2,12of12inf
35395,HONORABLE,35396,9801,4.291620063483026e-07,4.368807524145581e-07,1.1964609532761212e-05,5078,0,-2020,0,0,0,0,0,4,12of12inf
35404,HONORED,35405,40067,1.7544367011894132e-06,9.337813907719532e-07,1.1448381251421122e-05,22709,0,2009,0,0,0,0,0,2,12of12inf
35411,HONORING,35412,12719,5.569341453672137e-07,2.743224022502671e-07,5.391509569607197e-06,8484,0,2009,0,0,0,0,0,3,12of12inf
35412,HONORS,35413,19725,8.637098842179644e-07,7.867769857920818e-07,1.1490293890253366e-05,14978,0,2009,0,0,0,0,0,2,12of12inf
36466,IDEAL,36470,32782,1.4354442293755796e-06,1.4317257666219552e-06,2.915434500580027e-05,19463,0,2009,0,0,0,0,0,3,12of12inf
37215,IMPRESS,37219,2090,9.15160282897615e-08,7.867843287341125e-08,1.3927355704660451e-05,763,0,2009,0,0,0,0,0,2,12of12inf
37216,IMPRESSED,37220,13471,5.8986240052219e-07,3.373878083364344e-07,6.099352971813265e-06,9999,0,2009,0,0,0,0,0,2,12of12inf
37217,IMPRESSES,37221,32,1.4012023470202715e-09,1.8297741651569462e-09,5.495914785665736e-07,31,0,2009,0,0,0,0,0,3,12of12inf
37221,IMPRESSING,37225,288,1.2610821123182444e-08,1.0970652544670605e-08,9.925402858822654e-07,273,0,2009,0,0,0,0,0,3,12of12inf
37232,IMPRESSIVE,37236,5513,2.414008918475862e-07,3.015985251881608e-07,1.0466510457425e-05,4633,0,2009,0,0,0,0,0,3,12of12inf
37233,IMPRESSIVELY,37237,253,1.1078256056129024e-08,9.672112317167604e-09,1.0578171911165677e-06,195,0,2009,0,0,0,0,0,4,12of12inf
37262,IMPROVE,37266,1404892,6.151681149093761e-05,6.119696520591572e-05,0.000118221753738,480452,0,2009,0,0,0,0,0,2,12of12inf
37263,IMPROVED,37267,1223493,5.357378947383979e-05,6.7871405250811e-05,0.0001814701611565,417356,0,2009,0,0,0,0,0,2,12of12inf
37264,IMPROVEMENT,37268,1305656,5.717150786253437e-05,6.0368973911620745e-05,0.0001630114291071,404607,0,2009,0,0,0,0,0,3,12of12inf
37265,IMPROVEMENTS,37269,3354508,0.0001468857650843,0.0001455085951329,0.0003372891322178,601101,0,2009,0,0,0,0,0,4,12of12inf
37266,IMPROVES,37270,89679,3.926825789950967e-06,4.085438882174313e-06,2.553229950770292e-05,65318,0,2009,0,0,0,0,0,2,12of12inf
37271,IMPROVING,37275,431077,1.88758157545768e-05,1.892564550870046e-05,5.801809067721266e-05,239038,0,2009,0,0,0,0,0,3,12of12inf
37694,INCREDIBLE,37698,2900,1.2698396269871212e-07,1.473682164560051e-07,1.1018508337072324e-05,1446,0,2009,0,0,0,0,0,4,12of12inf
37695,INCREDIBLY,37699,845,3.700049947600405e-08,3.331619356644412e-08,1.8576291885483691e-06,752,0,2009,0,0,0,0,0,4,12of12inf
38308,INFLUENTIAL,38312,7449,3.261736338423126e-07,2.625316263063816e-07,5.156387825942026e-06,6342,0,2009,0,0,0,0,0,4,12of12inf
38333,INFORMATIVE,38337,8747,3.830099040433224e-07,4.32876623715074e-07,9.573627530931522e-06,7380,0,2009,0,0,0,0,0,4,12of12inf
38388,INGENUITY,38392,1708,7.4789175272207e-08,5.364468523793843e-08,2.9793642589799807e-06,1121,0,2009,0,0,0,0,0,5,12of12inf
38603,INNOVATE,38607,27185,1.1903651813670652e-06,7.567696996584351e-07,1.2637898231239863e-05,17825,0,2009,0,0,0,0,0,3,12of12inf
38604,INNOVATED,38608,558,2.4433465926165992e-08,2.1098772574673165e-08,1.4011227966725466e-06,447,0,2009,0,0,0,0,0,4,12of12inf
38605,INNOVATES,38609,430,1.88286565380849e-08,1.4127660065858033e-08,1.4487665183298972e-06,252,0,2009,0,0,0,0,0,3,12of12inf
38606,INNOVATING,38610,3552,1.5553346051925017e-07,1.0314706084758978e-07,2.851276464783762e-06,2888,0,2009,0,0,0,0,0,4,12of12inf
38607,INNOVATION,38611,245100,1.0732334226708394e-05,7.543001785495795e-06,4.64329214275625e-05,105076,0,2009,0,0,0,0,0,4,12of12inf
38608,INNOVATIONS,38612,159235,6.9725142414929055e-06,5.955925150686434e-06,5.93559134240124e-05,89369,0,2009,0,0,0,0,0,4,12of12inf
38609,INNOVATIVE,38613,324109,1.4191946609074788e-05,1.2519598875104907e-05,6.079200651121096e-05,146167,0,2009,0,0,0,0,0,4,12of12inf
38611,INNOVATIVENESS,38615,610,2.6710419740073928e-08,1.7301643033450622e-08,1.060370582190577e-06,514,0,2011,0,0,0,0,0,5,10K_2010
38612,INNOVATOR,38616,24474,1.0716570700304417e-06,7.007105863077795e-07,1.5434437788139218e-05,11968,0,2009,0,0,0,0,0,4,12of12inf
38613,INNOVATORS,38617,3821,1.6731231774888933e-07,1.348462900433274e-07,5.8381000878091215e-06,2506,0,2009,0,0,0,0,0,4,12of12inf
38761,INSIGHTFUL,38765,1421,6.222214172236895e-08,4.9999729937307516e-08,7.315314842866538e-06,988,0,2009,0,0,0,0,0,3,12of12inf
38835,INSPIRATION,38839,3782,1.6560460238845838e-07,1.3965627781025884e-07,8.390706373364389e-06,2030,0,2009,0,0,0,0,0,4,12of12inf
38836,INSPIRATIONAL,38840,2071,9.06840643962182e-08,1.1301742511464456e-07,7.704615112483548e-06,922,0,2009,0,0,0,0,0,5,12of12inf
39032,INTEGRITY,39036,325744,1.4263539291492857e-05,1.0990939649179615e-05,6.402909874032392e-05,143575,0,2009,0,0,0,0,0,4,12of12inf
39675,INVENT,39679,15685,6.86808087906655e-07,3.703526114477383e-07,6.818122895611359e-06,10838,0,2009,0,0,0,0,0,2,12of12inf
39676,INVENTED,39680,20760,9.090300226294012e-07,7.008455334836904e-07,1.02078221015745e-05,12457,0,2009,0,0,0,0,0,3,12of12inf
39677,INVENTING,39681,1666,7.29500971917429e-08,5.7690967358315864e-08,3.092247560538814e-06,1158,0,2009,0,0,0,0,0,3,12of12inf
39678,INVENTION,39682,197810,8.661619883252498e-06,4.992596501955737e-06,4.571272378568458e-05,55365,0,2009,0,0,0,0,0,3,12of12inf
39679,INVENTIONS,39683,436536,1.9114852117463792e-05,1.0515435457447765e-05,6.953602465829332e-05,91560,0,2009,0,0,0,0,0,3,12of12inf
39680,INVENTIVE,39684,4290,1.8784868964740522e-07,1.4086735776810333e-07,4.116828108087883e-06,3155,0,2009,0,0,0,0,0,3,12of12inf
39682,INVENTIVENESS,39686,361,1.580731397732244e-08,1.1325386894841127e-08,8.57567318291368e-07,326,0,2009,0,0,0,0,0,4,12of12inf
39684,INVENTOR,39688,48115,2.106839091465012e-06,1.9945486043073563e-06,3.1959134637591376e-05,20362,0,2009,0,0,0,0,0,3,12of12inf
39688,INVENTORS,39692,26882,1.177097546643717e-06,9.907601294799346e-07,2.4729434681015977e-05,11602,0,2009,0,0,0,0,0,3,12of12inf
42082,LEADERSHIP,42086,292187,1.279415969277538e-05,8.82872078286707e-06,4.811891120436246e-05,120102,0,2009,0,0,0,0,0,3,12of12inf
42085,LEADING,42089,952155,4.169255689772146e-05,3.468492104260856e-05,8.536250988529978e-05,330123,0,2009,0,0,0,0,0,2,12of12inf
43693,LOYAL,43697,20599,9.019802233209555e-07,8.186012237260353e-07,1.5308257638168754e-05,14296,0,2009,0,0,0,0,0,2,12of12inf
43749,LUCRATIVE,43753,6787,2.971862602883308e-07,3.828128927560916e-07,9.2072876813175e-06,5925,0,2009,0,0,0,0,0,3,12of12inf
45729,MERITORIOUS,45733,90640,3.96890564793492e-06,4.647708815011024e-06,3.6155820039269584e-05,47602,0,2009,0,0,0,0,0,5,12of12inf
51700,OPPORTUNITIES,51704,2206978,9.66382110444408e-05,0.0001064802250388,0.0002352630788825,568726,0,2009,0,0,0,0,0,5,12of12inf
51701,OPPORTUNITY,51705,1569143,6.870896420032594e-05,6.763960488097886e-05,0.0002506484995255,425518,0,2009,0,0,0,0,0,5,12of12inf
51743,OPTIMISTIC,51747,31879,1.3959040506456012e-06,2.175506123430499e-06,2.207402655987072e-05,26212,0,2009,0,0,0,0,0,4,12of12inf
52277,OUTPERFORM,52281,17514,7.668955595535324e-07,6.740863223550823e-07,1.0824682178170969e-05,9955,0,2009,0,0,0,0,0,3,12of12inf
52279,OUTPERFORMED,52283,8141,3.56474634596626e-07,3.188098254557304e-07,8.969546539090282e-06,4750,0,2009,0,0,0,0,0,3,12of12inf
52282,OUTPERFORMING,52286,3045,1.3333316083364773e-07,1.0641081949795025e-07,4.030278830247046e-06,2141,0,2009,0,0,0,0,0,4,12of12inf
52283,OUTPERFORMS,52287,716,3.135190251457858e-08,2.408135547937768e-08,2.0977486460788007e-06,381,0,2009,0,0,0,0,0,3,12of12inf
54779,PERFECT,54783,210344,9.210453327551e-06,4.03313174215953e-06,4.095592340686127e-05,65148,0,2009,0,0,0,0,0,2,12of12inf
54782,PERFECTED,54786,203018,8.889665565230047e-06,3.2893141103476064e-06,2.276148921163581e-05,48898,0,2009,0,0,0,0,0,3,12of12inf
54795,PERFECTLY,54799,14056,6.154781309286544e-07,5.369194100904196e-07,1.2064707668137772e-05,10755,0,2009,0,0,0,0,0,3,12of12inf
54798,PERFECTS,54802,1144,5.009298390597472e-08,2.6316710885454296e-08,1.754569341565724e-06,852,0,2009,0,0,0,0,0,2,12of12inf
56366,PLEASANT,56370,31393,1.374623290000231e-06,1.2921539446782482e-06,2.9775539244808232e-05,10800,0,2009,0,0,0,0,0,2,12of12inf
56369,PLEASANTLY,56373,132,5.779959681458621e-09,7.678894357313177e-09,1.3042760027758162e-06,121,0,2009,0,0,0,0,0,3,12of12inf
56375,PLEASED,56379,39528,1.7308351991567906e-06,1.8901984129816687e-06,2.237196571709777e-05,26970,0,2009,0,0,0,0,0,1,12of12inf
56381,PLEASURE,56385,58760,2.572957809715974e-06,2.2252913464790016e-06,2.521577727012011e-05,39332,0,2009,0,0,0,0,0,2,12of12inf
56417,PLENTIFUL,56421,2608,1.1419799128215218e-07,1.1699949897451358e-07,4.0327724554936045e-06,2207,0,2009,0,0,0,0,0,3,12of12inf
57025,POPULAR,57029,103892,4.54917856989469e-06,4.289289125386957e-06,4.149321781194508e-05,52235,0,2009,0,0,0,0,0,3,12of12inf
57027,POPULARITY,57031,52189,2.28522966527003e-06,2.190324313301083e-06,1.935977815788946e-05,31790,0,2009,0,0,0,0,0,5,12of12inf
57180,POSITIVE,57184,1217623,5.331675641830826e-05,5.645030665889018e-05,0.0001349880113666,428898,0,2009,0,0,0,0,0,3,12of12inf
57181,POSITIVELY,57185,161094,7.053915340340114e-06,7.475086981551438e-06,3.87536015717016e-05,98782,0,2009,0,0,0,0,0,4,12of12inf
57777,PREEMINENCE,57781,184,8.056913495366562e-09,9.261648375266354e-09,1.3570875151116964e-06,167,0,2009,0,0,0,0,0,4,12of12inf
57779,PREEMINENT,57783,4105,1.7974798857869425e-07,1.5525434443776346e-07,4.686461827507832e-06,3301,0,2009,0,0,0,0,0,4,12of12inf
57925,PREMIER,57929,152640,6.683735195286696e-06,6.650335379468357e-06,0.0001207728193571,46575,0,2009,0,0,0,0,0,2,12of12inf
57926,PREMIERE,57930,16593,7.265672045033553e-07,7.960368185744092e-07,3.3909801732790843e-05,4921,0,2009,0,0,0,0,0,2,12of12inf
58193,PRESTIGE,58197,30041,1.3154224908386244e-06,1.3538615737343798e-06,5.492255011633424e-05,6042,0,2009,0,0,0,0,0,2,12of12inf
58195,PRESTIGIOUS,58199,9102,3.9855449258057853e-07,4.036316392080939e-07,7.446207488239507e-06,7459,0,2009,0,0,0,0,0,3,12of12inf
58519,PROACTIVE,58523,42675,1.868634692471565e-06,1.5978753985210228e-06,2.7159987860472204e-05,28358,0,2009,0,0,0,0,0,3,12of12inf
58520,PROACTIVELY,58524,34141,1.4949515415505968e-06,1.0551970615844209e-06,9.677069319410987e-06,26160,0,2009,0,0,0,0,0,3,10K_2008
58688,PROFICIENCY,58692,11865,5.195395577311101e-07,3.8325405904313314e-07,8.506503658391424e-06,7264,0,2009,0,0,0,0,0,4,12of12inf
58689,PROFICIENT,58693,8628,3.7779918281534084e-07,2.908655987851052e-07,9.973998564218856e-06,5336,0,2009,0,0,0,0,0,3,12of12inf
58690,PROFICIENTLY,58694,126,5.517234241392321e-09,2.767037298022271e-09,3.254752195712341e-07,112,0,2009,0,0,0,0,0,4,12of12inf
58700,PROFITABILITY,58704,1806320,7.909436948342679e-05,7.540970190533772e-05,0.0001441990447644,493824,0,2009,0,0,0,0,0,6,12of12inf
58701,PROFITABLE,58705,745335,3.263641097863607e-05,4.917607826183907e-05,0.0001439338971079,328317,0,2009,0,0,0,0,0,4,12of12inf
58702,PROFITABLY,58706,129728,5.680474314820182e-06,5.918806455187899e-06,3.3758382991508026e-05,87523,0,2009,0,0,0,0,0,4,12of12inf
58775,PROGRESS,58779,1219169,5.3384452006698674e-05,4.9124225437926864e-05,0.0001851950018677,360600,0,2009,0,0,0,0,0,2,12of12inf
58776,PROGRESSED,58780,26638,1.1664133787476874e-06,9.848182295307191e-07,1.2008976479551351e-05,19383,0,2009,0,0,0,0,0,2,12of12inf
58777,PROGRESSES,58781,38644,1.6921269843203556e-06,1.654603320138907e-06,1.620941667538251e-05,28136,0,2009,0,0,0,0,0,3,12of12inf
58778,PROGRESSING,58782,16129,7.062497704715613e-07,7.718497350890045e-07,1.2276837445482276e-05,12251,0,2009,0,0,0,0,0,3,12of12inf
59117,PROSPERED,59121,302,1.3223847150003817e-08,1.3102549838518476e-08,1.1586133843571735e-06,286,0,2009,0,0,0,0,0,2,12of12inf
59118,PROSPERING,59122,131,5.7361721081142385e-09,8.724738561791172e-09,1.2682613730077018e-06,123,0,2009,0,0,0,0,0,3,12of12inf
59120,PROSPERITY,59124,11062,4.843781363355702e-07,4.39417520526668e-07,1.6694413350952502e-05,5573,0,2009,0,0,0,0,0,4,12of12inf
59121,PROSPEROUS,59125,1805,7.90365698866122e-08,9.050018431081333e-08,7.197184295882224e-06,1183,0,2009,0,0,0,0,0,3,12of12inf
59123,PROSPERS,59127,158,6.9184365884125915e-09,4.646730977857859e-09,5.406289810892447e-07,146,0,2009,0,0,0,0,0,2,12of12inf
61408,REBOUND,61412,16056,7.030532776174213e-07,8.831374702547152e-07,2.201596068927594e-05,11716,0,2009,0,0,0,0,0,2,12of12inf
61409,REBOUNDED,61413,8414,3.684286421196427e-07,4.943098118723001e-07,1.0448298686554066e-05,6831,0,2009,0,0,0,0,0,3,12of12inf
61410,REBOUNDING,61414,2259,9.891612818496233e-08,1.117723193023649e-07,4.027274211564051e-06,1960,0,2009,0,0,0,0,0,3,12of12inf
61536,RECEPTIVE,61540,7981,3.494686228615246e-07,3.488697896242422e-07,6.923163783068307e-06,6937,0,2009,0,0,0,0,0,3,12of12inf
62584,REGAIN,62588,51034,2.234655018057267e-06,2.07272666253302e-06,2.358176662898159e-05,22788,0,2009,0,0,0,0,0,2,12of12inf
62585,REGAINED,62589,11931,5.224295375718394e-07,4.806499878261708e-07,8.631232037115648e-06,7991,0,2009,0,0,0,0,0,2,12of12inf
62586,REGAINING,62590,3715,1.6267083497438466e-07,1.5672866021243058e-07,4.901932000860303e-06,2798,0,2009,0,0,0,0,0,3,12of12inf
64036,RESOLVE,64040,487913,2.136452627317818e-05,1.80921190681979e-05,6.637611668633547e-05,209464,0,2009,0,0,0,0,0,2,12of12inf
64724,REVOLUTIONIZE,64728,2330,1.0202504589241355e-07,1.3249662101072256e-07,4.856061105895464e-06,1916,0,2009,0,0,0,0,0,5,12of12inf
64725,REVOLUTIONIZED,64729,1279,5.600430630746648e-08,4.4109098132758226e-08,1.8593520929511212e-06,1167,0,2009,0,0,0,0,0,5,12of12inf
64726,REVOLUTIONIZES,64730,245,1.0727955469373956e-08,1.1848018683971058e-08,1.1543186895447267e-06,206,0,2009,0,0,0,0,0,6,12of12inf
64727,REVOLUTIONIZING,64731,1012,4.431302422451609e-08,4.1384700589285057e-08,1.962579015029463e-06,914,0,2009,0,0,0,0,0,6,12of12inf
64743,REWARD,64747,124421,5.448093663081538e-06,3.900603318903435e-06,3.2201062182925515e-05,64613,0,2009,0,0,0,0,0,2,12of12inf
64744,REWARDED,64748,7294,3.193865599739332e-07,2.6355527066887254e-07,5.7280017177135645e-06,6141,0,2009,0,0,0,0,0,3,12of12inf
64745,REWARDING,64749,18204,7.971089851611571e-07,6.022236688152528e-07,7.865462074606093e-06,14571,0,2009,0,0,0,0,0,3,12of12inf
64746,REWARDS,64750,142817,6.253609862324817e-06,5.055276648570512e-06,4.452205057280696e-05,66730,0,-2020,0,0,0,0,0,2,12of12inf
66501,SATISFACTION,66505,1347562,5.9006469911104105e-05,4.18778936830358e-05,0.0001024345002457,371394,0,2009,0,0,0,0,0,4,12of12inf
66503,SATISFACTORILY,66507,54010,2.3649668363301525e-06,1.889682626278337e-06,1.8437017012956e-05,36113,0,2009,0,0,0,0,0,6,12of12inf
66504,SATISFACTORY,66508,1454100,6.367151040006803e-05,3.0965510349466225e-05,8.498118617352224e-05,280339,0,2009,0,0,0,0,0,5,12of12inf
66505,SATISFIED,66509,1219196,5.338563427117897e-05,3.3467308357338785e-05,8.292172907358732e-05,325376,0,2009,0,0,0,0,0,3,12of12inf
66506,SATISFIES,66510,151209,6.621075177830884e-06,3.746214062325008e-06,2.101906715763436e-05,81568,0,2009,0,0,0,0,0,3,12of12inf
66507,SATISFY,66511,1725186,7.554170850770357e-05,6.204560934115549e-05,0.0001188494449711,500100,0,2009,0,0,0,0,0,3,12of12inf
66508,SATISFYING,66512,149311,6.5379663636232434e-06,4.372289047392097e-06,2.511280542731791e-05,88463,0,2009,0,0,0,0,0,4,12of12inf
70527,SMOOTH,70531,27168,1.1896207926202107e-06,1.0054910520130683e-06,1.5444610349066284e-05,19164,0,2009,0,0,0,0,0,1,12of12inf
70534,SMOOTHING,70538,2591,1.1345360253529765e-07,7.271443745752737e-08,3.653644859494225e-06,1635,0,2009,0,0,0,0,0,2,12of12inf
70535,SMOOTHLY,70539,5915,2.590034963320284e-07,2.506933012646203e-07,5.792874194342923e-06,5222,0,2009,0,0,0,0,0,2,12of12inf
70538,SMOOTHS,70542,76,3.327855574173145e-09,2.72051155467241e-09,5.382598650402637e-07,71,0,2009,0,0,0,0,0,1,12of12inf
71160,SOLVES,71164,2243,9.821552701145217e-08,1.0252540960164087e-07,3.51357221603594e-06,1936,0,2009,0,0,0,0,0,1,12of12inf
71161,SOLVING,71165,15914,6.968354422025189e-07,6.829812579702087e-07,1.0399864498447168e-05,12224,0,2009,0,0,0,0,0,2,12of12inf
71693,SPECTACULAR,71697,3078,1.347781507540124e-07,1.0651092238526517e-07,6.484951065841041e-06,1217,0,2009,0,0,0,0,0,4,12of12inf
71694,SPECTACULARLY,71698,41,1.795290507119723e-09,9.206803403319203e-10,1.930544251567717e-07,41,0,2009,0,0,0,0,0,5,12of12inf
72484,STABILITY,72488,270559,1.1847122056483053e-05,9.118220699086334e-06,3.933899349215502e-05,146577,0,2009,0,0,0,0,0,4,12of12inf
72485,STABILIZATION,72489,119420,5.229112008786276e-06,3.5833185186693696e-06,3.916108332191473e-05,45643,0,2009,0,0,0,0,0,5,12of12inf
72486,STABILIZATIONS,72490,226,9.895991575830671e-09,6.991691272332783e-09,7.964078100498263e-07,172,0,2009,0,0,0,0,0,5,12of12inf
72487,STABILIZE,72491,69117,3.0264657068437537e-06,2.882830844249312e-06,2.398309145069728e-05,46464,0,2009,0,0,0,0,0,3,12of12inf
72488,STABILIZED,72492,120358,5.270184752583308e-06,4.729248408103437e-06,5.710545953434229e-05,39273,0,2009,0,0,0,0,0,3,12of12inf
72491,STABILIZES,72495,4200,1.8390780804641066e-07,1.938347705823441e-07,5.721334674714452e-06,3555,0,2009,0,0,0,0,0,4,12of12inf
72492,STABILIZING,72496,21285,9.320184986352026e-07,9.023438874405692e-07,1.3139272114072642e-05,16470,0,2009,0,0,0,0,0,4,12of12inf
72493,STABLE,72497,433180,1.896790102132004e-05,1.859893684125028e-05,7.842844913674834e-05,193453,0,2009,0,0,0,0,0,2,12of12inf
73605,STRENGTH,73609,519638,2.275368703752875e-05,1.945989679612685e-05,6.432400091623049e-05,225194,0,2009,0,0,0,0,0,1,12of12inf
73606,STRENGTHEN,73610,183858,8.05069565995166e-06,7.084599406670911e-06,3.270778686930434e-05,118104,0,2009,0,0,0,0,0,2,12of12inf
73607,STRENGTHENED,73611,75716,3.3154199033433405e-06,3.0929470247670277e-06,2.6234506161313343e-05,48221,0,2009,0,0,0,0,0,2,12of12inf
73610,STRENGTHENING,73614,178856,7.831670218083053e-06,7.284487128852482e-06,4.1338670451703415e-05,101352,0,2009,0,0,0,0,0,3,12of12inf
73611,STRENGTHENS,73615,31557,1.38180445202871e-06,1.1352230483823432e-06,1.1165598099377034e-05,24664,0,2009,0,0,0,0,0,2,12of12inf
73612,STRENGTHS,73616,93136,4.078199431002501e-06,2.8764382052378016e-06,1.910282340974995e-05,57085,0,2009,0,0,0,0,0,1,12of12inf
73736,STRONG,73740,1066502,4.669953454693168e-05,5.160320301781956e-05,0.0001464385603838,369697,0,2009,0,0,0,0,0,1,12of12inf
73739,STRONGER,73743,156889,6.8697885944269815e-06,7.86742924673657e-06,4.934782100609596e-05,94508,0,2009,0,0,0,0,0,2,12of12inf
73740,STRONGEST,73744,35423,1.5510872105780964e-06,1.6954137232654678e-06,1.7457004618524624e-05,27399,0,2009,0,0,0,0,0,2,12of12inf
74374,SUCCEED,74378,303531,1.3290885924794066e-05,1.1968007039126572e-05,4.238214342413532e-05,188155,0,2009,0,0,0,0,0,2,12of12inf
74375,SUCCEEDED,74379,39220,1.7173486265667206e-06,1.5314675308855838e-06,1.7259881862510254e-05,26755,0,2009,0,0,0,0,0,3,12of12inf
74376,SUCCEEDING,74380,483231,2.1159512854779778e-05,9.908828278574068e-06,4.302463450807756e-05,140803,0,2009,0,0,0,0,0,3,12of12inf
74377,SUCCEEDS,74381,21273,9.3149304775507e-07,5.203477085766076e-07,8.036327025292282e-06,13538,0,2009,0,0,0,0,0,2,12of12inf
74378,SUCCESS,74382,1799566,7.879862821305882e-05,7.233357778295043e-05,0.0001411763213928,468226,0,2009,0,0,0,0,0,2,12of12inf
74379,SUCCESSES,74383,12979,5.683189144367533e-07,6.012014628066748e-07,1.0229983653823875e-05,10849,0,2009,0,0,0,0,0,3,12of12inf
74380,SUCCESSFUL,74384,2235448,9.78848432575554e-05,0.0001083572182593,0.0001940322921099,563350,0,2009,0,0,0,0,0,3,12of12inf
74381,SUCCESSFULLY,74385,1805992,7.908000715936983e-05,7.246662615084777e-05,0.0001450524720972,459363,0,2009,0,0,0,0,0,4,12of12inf
74825,SUPERIOR,74829,747416,3.272753291876573e-05,2.9854404289206218e-05,0.0001523403073658,265519,0,2009,0,0,0,0,0,4,12of12inf
75064,SURPASS,75068,8454,3.70180145053418e-07,3.436136097618607e-07,6.582786193087509e-06,7202,0,2009,0,0,0,0,0,2,12of12inf
75065,SURPASSED,75069,8629,3.7784297038868513e-07,3.7805332754754076e-07,8.007291334246547e-06,7255,0,2009,0,0,0,0,0,2,12of12inf
75066,SURPASSES,75070,1816,7.951823319340042e-08,6.628727599827835e-08,3.024169934418547e-06,1525,0,2009,0,0,0,0,0,3,12of12inf
75067,SURPASSING,75071,3183,1.3937584595517265e-07,1.564402583843319e-07,5.142905871369249e-06,2744,0,2009,0,0,0,0,0,3,12of12inf
78766,TRANSPARENCY,78770,148755,6.513620472843766e-06,4.775110398416646e-06,2.345282339871972e-05,85941,0,2009,0,0,0,0,0,4,12of12inf
78969,TREMENDOUS,78973,15580,6.822103927054948e-07,8.075301310671232e-07,1.1509742432307e-05,13221,0,2009,0,0,0,0,0,3,12of12inf
78970,TREMENDOUSLY,78974,816,3.5730659849016935e-08,3.7751654620130623e-08,2.214293499758505e-06,771,0,2009,0,0,0,0,0,4,12of12inf
81520,UNMATCHED,81523,10297,4.508806427271168e-07,2.8671356418744417e-07,7.196340344190643e-06,5999,0,2009,0,0,0,0,0,2,12of12inf
81599,UNPARALLELED,81602,5435,2.379854611267243e-07,2.0976052048581482e-07,4.963030820158843e-06,4558,0,2009,0,0,2009,0,0,4,12of12inf
82030,UNSURPASSED,82033,1422,6.226592929571334e-08,6.056809707333243e-08,2.963266795193473e-06,1170,0,2009,0,0,2009,0,0,3,12of12inf
82405,UPTURN,82408,6958,3.046739353302203e-07,3.6120450869893323e-07,8.961589313848245e-06,5094,0,2009,0,0,0,0,0,2,12of12inf
82408,UPTURNS,82411,4112,1.800545015921049e-07,1.1674479634829197e-07,2.6159446346729924e-06,3540,0,2009,0,0,0,0,0,2,12of12inf
82699,VALUABLE,82702,477959,2.092866476810819e-05,1.3844762365970916e-05,4.562904903891084e-05,211604,0,2009,0,0,0,0,0,4,12of12inf
83119,VERSATILE,83122,13994,6.127633013813025e-07,5.541737117188483e-07,1.395169862855682e-05,9418,0,2009,0,0,0,0,0,3,12of12inf
83121,VERSATILITY,83124,7731,3.385217295254288e-07,2.818084925192561e-07,5.598026829779164e-06,6038,0,2009,0,0,0,0,0,5,12of12inf
83231,VIBRANCY,83234,300,1.3136272003315049e-08,8.943171880677479e-09,7.414716085072118e-07,262,0,2009,0,0,0,0,0,3,12of12inf
83232,VIBRANT,83235,6857,3.002513904224376e-07,2.70594146245928e-07,1.7919479328194753e-05,4105,0,2009,0,0,0,0,0,2,12of12inf
85283,WIN,85286,107701,4.715965436763447e-06,4.759933066194468e-06,7.675831681403605e-05,37321,0,2009,0,0,0,0,0,1,12of12inf
85405,WINNER,85408,12717,5.568465702205249e-07,6.147755295904347e-07,2.3318384107977686e-05,5482,0,2009,0,0,0,0,0,2,12of12inf
85406,WINNERS,85409,9778,4.281548921613818e-07,5.369741832597216e-07,2.952848310085309e-05,4019,0,2009,0,0,0,0,0,2,12of12inf
85407,WINNING,85410,57332,2.5104291549801944e-06,2.0310277596932098e-06,2.588283829234521e-05,29809,0,2009,0,0,0,0,0,2,12of12inf
85942,WORTHY,85945,18244,7.988604880949324e-07,8.307446564620911e-07,1.1228394537020148e-05,14523,0,2009,0,0,0,0,0,2,12of12inf
